Cluster	Protein	Name	CARD	Resfams	Mechanism	Sub_mechanism
3074	B320-4_scaffold_5970_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1844	B309-1_572|phage|1|15018_37166_12	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1300	L93-5_scaffold_89_56	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2207	B352-3_scaffold_21_143	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
768	B309-4_scaffold_2927_1	tet_ribosomoal_protect	tetW	tet_ribosomoal_protect	Tetracycline Ribosomal Protection	Tetracycline Resistance
6491	B346-4_scaffold_23990_1	ClassA	NA	ClassA	Beta-Lactamase-Class A	Beta-Lactamase
1227	B310-1_scaffold_34_96	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
5513	B371-4_scaffold_14715_5	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
4051	B357-2_scaffold_22538_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
5003	B316-2_scaffold_345_77	vanY	NA	vanY	Gylcopeptide Resistance	Gylcopeptide Resistance
67	B370-1_scaffold_3619_2	RND_efflux	NA	RND_efflux	Efflux	Efflux
4229	B320-1_scaffold_315_59	vanS	NA	vanS	Gene Modulating Resistance	Gene Modulating Resistance
3880	B352-3_scaffold_19442_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
6487	L109-2_scaffold_46205_1	AAC3	NA	AAC3	Acetyltransferase	Acetyltransferase
4443	B357-1_scaffold_16349_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
4016	B316-2_scaffold_1276_4	vanY	NA	vanY	Gylcopeptide Resistance	Gylcopeptide Resistance
2643	B320-1_scaffold_14426_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
3184	B369-3_scaffold_10033_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2010	B309-1_scaffold_1691_5	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
184	B329-1_scaffold_409_22	RND_efflux	NA	RND_efflux	Efflux	Efflux
5941	B309-3_scaffold_20749_2	vanR	vanRC	vanR	Gene Modulating Resistance	Gene Modulating Resistance
6315	B314-3_scaffold_1184_2	ClassB	NA	ClassB	Beta-Lactamase-Class B	Beta-Lactamase
804	B359-3_scaffold_1501_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
6466	B309-1_scaffold_1496_6	evgA	evgA	NA	Gene Modulating Resistance	Gene Modulating Resistance
5281	B310-2_scaffold_5731_1	APH3''	APH(3'')-Ib	APH3''	Phosphotransferase	Phosphotransferase
5233	B310-2_scaffold_5731_2	sul2	sul2	NA	Sulfonamide Resistant Dihydropteroate Synthases	Other
4080	B309-1_scaffold_1496_5	emrK	emrK	NA	Efflux	Efflux
3086	B335-3_scaffold_5132_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2272	B352-5_scaffold_3502_5	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
3970	B314-2_scaffold_911_21	MexX	NA	MexX	Efflux	Efflux
157	B314-2_scaffold_911_20	RND_efflux	NA	RND_efflux	Efflux	Efflux
3236	B316-4_scaffold_30176_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1687	B313-1_scaffold_15013_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2890	L82-2_scaffold_573_7	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1876	L109-4_scaffold_3388_5	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1288	B313-3_scaffold_535_6	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2230	B310-1_scaffold_3519_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
5921	L109-2_scaffold_2224_6	vanR	NA	vanR	Gene Modulating Resistance	Gene Modulating Resistance
1631	B352-3_scaffold_1307_3	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
3202	B314-1_scaffold_22_21	vanS	NA	vanS	Gene Modulating Resistance	Gene Modulating Resistance
3391	B335-1_scaffold_219_41	tolC	NA	tolC	Efflux	Efflux
2566	B310-1_scaffold_582_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
390	B313-2_scaffold_176_32	RND_efflux	NA	RND_efflux	Efflux	Efflux
4427	B313-2_scaffold_176_31	MexH	NA	MexH	Efflux	Efflux
578	B316-2_scaffold_7991_9	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1501	B370-1_scaffold_1_122	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
4617	B370-1_scaffold_70_80	ClassB	NA	ClassB	Beta-Lactamase-Class B	Beta-Lactamase
1660	B359-3_scaffold_126_52	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
3441	B310-4_scaffold_461_22	tolC	NA	tolC	Efflux	Efflux
3472	B314-1_scaffold_15379_1	tolC	NA	tolC	Efflux	Efflux
5291	B370-3_scaffold_977_8	vanY	NA	vanY	Gylcopeptide Resistance	Gylcopeptide Resistance
299	B352-4_scaffold_4_126	RND_efflux	NA	RND_efflux	Efflux	Efflux
3920	B352-4_scaffold_4_127	MexE	NA	MexE	Efflux	Efflux
4456	B352-4_scaffold_5034_2	SubclassB1	NA	SubclassB1	Beta-Lactamase-Class B	Beta-Lactamase
5161	B309-3_scaffold_18838_2	AAC3	NA	AAC3	Acetyltransferase	Acetyltransferase
4645	B313-3_scaffold_11403_3	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
5788	B316-2_scaffold_9518_5	vanY	NA	vanY	Gylcopeptide Resistance	Gylcopeptide Resistance
1439	B320-1_scaffold_11_132	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
5296	B316-1_scaffold_4364_3	ClassD	NA	ClassD	Beta-Lactamase-Class D	Beta-Lactamase
4975	B371-3_scaffold_37425_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
3326	B309-4_scaffold_6425_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
20	B313-2_scaffold_1104_5	msbA	NA	msbA	Efflux	Efflux
86	B310-4_scaffold_126_39	RND_efflux	oqxB	RND_efflux	Efflux	Efflux
5306	B310-1_scaffold_86_36	vanY	NA	vanY	Gylcopeptide Resistance	Gylcopeptide Resistance
4048	B352-4_scaffold_30811_1	vanS	NA	vanS	Gene Modulating Resistance	Gene Modulating Resistance
1592	B309-1_scaffold_3539_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
4025	B310-4_scaffold_166_92	MexE	oqxA	MexE	Efflux	Efflux
118	B310-4_scaffold_166_93	RND_efflux	oqxB	RND_efflux	Efflux	Efflux
2750	B329-1_scaffold_204_20	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1746	B309-2_scaffold_2301_8	ClassD	NA	ClassD	Beta-Lactamase-Class D	Beta-Lactamase
1434	B316-1_scaffold_4706_3	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
910	B309-3_scaffold_683_36	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2423	B309-1_scaffold_2797_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
6537	B320-4_scaffold_10989_2	ClassA	NA	ClassA	Beta-Lactamase-Class A	Beta-Lactamase
13	L82-2_scaffold_1188_4	msbA	NA	msbA	Efflux	Efflux
5625	B310-4_scaffold_5138_3	baeR	baeR	NA	Gene Modulating Resistance	Gene Modulating Resistance
1271	B352-5_scaffold_1531_5	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2077	B329-3_scaffold_1340_9	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
3073	B313-3_scaffold_1151_18	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
5909	B357-5_scaffold_29548_1	vanR	NA	vanR	Gene Modulating Resistance	Gene Modulating Resistance
1478	B309-2_scaffold_172_14	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
6733	B313-1_scaffold_6423_3	FosA2	FosA2	NA	Fosfomycin Thiol Transferase	Other
4902	B316-2_scaffold_10909_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
6625	B369-2_scaffold_11131_2	emrR	emrR	NA	Gene Modulating Resistance	Gene Modulating Resistance
1001	B321-1_scaffold_3558_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
4855	B357-4_scaffold_572_4	ClassA	NA	ClassA	Beta-Lactamase-Class A	Beta-Lactamase
5231	B370-2_scaffold_22213_2	vanY	NA	vanY	Gylcopeptide Resistance	Gylcopeptide Resistance
3576	L82-1_scaffold_16123_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
203	B309-1_scaffold_5_220	RND_efflux	mdtB	RND_efflux	Efflux	Efflux
731	B371-4_scaffold_16972_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2916	B370-1_scaffold_17286_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
4488	B371-4_scaffold_37971_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1073	B371-1_scaffold_554_43	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
140	B329-1_scaffold_80_22	RND_efflux	NA	RND_efflux	Efflux	Efflux
3973	B329-1_scaffold_80_23	MexX	NA	MexX	Efflux	Efflux
26	B320-1_scaffold_144_23	evgS	evgS	NA	Gene Modulating Resistance	Gene Modulating Resistance
641	B352-3_2747|phage|1|8960_50797_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
341	B310-4_scaffold_1613_3	RND_efflux	NA	RND_efflux	Efflux	Efflux
2868	B314-1_scaffold_316_4	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
6717	B310-4_scaffold_1613_5	soxR	NA	soxR	Gene Modulating Resistance	Gene Modulating Resistance
4345	B310-4_scaffold_1613_4	MexH	NA	MexH	Efflux	Efflux
4040	B370-1_scaffold_65378_1	ClassB	NA	ClassB	Beta-Lactamase-Class B	Beta-Lactamase
666	B370-1_scaffold_1217_12	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
761	B309-2_scaffold_1630_8	tet_ribosomoal_protect	NA	tet_ribosomoal_protect	Tetracycline Ribosomal Protection	Tetracycline Resistance
5221	B335-1_scaffold_4979_6	vanY	NA	vanY	Gylcopeptide Resistance	Gylcopeptide Resistance
5537	B309-2_scaffold_4483_7	ClassB	NA	ClassB	Beta-Lactamase-Class B	Beta-Lactamase
4909	B370-2_scaffold_60_75	ClassA	NA	ClassA	Beta-Lactamase-Class A	Beta-Lactamase
966	B309-1_scaffold_60_5	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
6110	B352-3_scaffold_19494_2	Chlor_Acetyltrans_CAT	NA	Chlor_Acetyltrans_CAT	Acetyltransferase	Acetyltransferase
6235	B352-4_scaffold_34499_1	ClassA	NA	ClassA	Beta-Lactamase-Class A	Beta-Lactamase
5102	B371-1_scaffold_49865_2	vanS	NA	vanS	Gene Modulating Resistance	Gene Modulating Resistance
1019	B320-3_scaffold_1335_9	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
5696	B321-2_scaffold_2383_8	vanR	NA	vanR	Gene Modulating Resistance	Gene Modulating Resistance
4127	B321-2_scaffold_2383_9	vanS	NA	vanS	Gene Modulating Resistance	Gene Modulating Resistance
2540	B329-2_scaffold_736_9	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
6331	B310-5_scaffold_10114_2	vanY	NA	vanY	Gylcopeptide Resistance	Gylcopeptide Resistance
2418	L93-5_scaffold_110_9	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
441	B310-4_scaffold_5002_2	oqxB	oqxB	NA	Efflux	Efflux
4028	B310-4_scaffold_5002_1	MexE	NA	MexE	Efflux	Efflux
6093	L82-2_scaffold_23057_3	vanY	NA	vanY	Gylcopeptide Resistance	Gylcopeptide Resistance
2947	L93-5_scaffold_110_3	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1190	B313-1_scaffold_7785_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2622	B313-1_scaffold_266_30	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
919	B316-4_scaffold_1056_26	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
3614	L82-3_scaffold_3547_1	TetM-TetW-TetO-TetS	NA	TetM-TetW-TetO-TetS	Tetracycline Ribosomal Protection	Tetracycline Resistance
6317	B316-4_scaffold_12668_1	Chlor_Acetyltrans_CAT	NA	Chlor_Acetyltrans_CAT	Acetyltransferase	Acetyltransferase
57	B314-3_262|phage|11646|30933_55195_14	msbA	NA	msbA	Efflux	Efflux
2246	B314-3_scaffold_743_5	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
5466	B316-4_scaffold_1178_2	vanR	NA	vanR	Gene Modulating Resistance	Gene Modulating Resistance
503	B357-5_scaffold_8214_3	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1502	B370-1_scaffold_548_44	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
943	B310-4_scaffold_2_122	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
6747	B309-1_scaffold_326_69	H-NS	H-NS	NA	Gene Modulating Resistance	Gene Modulating Resistance
4878	B316-2_scaffold_27025_2	APH(2'')-IIa	APH(2'')-IIa	NA	Phosphotransferase	Phosphotransferase
5355	B320-1_scaffold_29577_1	APH3	NA	APH3	Phosphotransferase	Phosphotransferase
5347	L109-4_scaffold_1793_12	AAC3	NA	AAC3	Acetyltransferase	Acetyltransferase
1025	B313-1_scaffold_8677_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
3529	B316-6_scaffold_2794_4	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1262	B316-3_scaffold_1642_13	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2016	B310-4_scaffold_2_31	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
6741	B314-2_scaffold_1565_7	FosA4	FosA4	NA	Fosfomycin Thiol Transferase	Other
6156	B313-1_scaffold_8456_2	Chlor_Acetyltrans_CAT	NA	Chlor_Acetyltrans_CAT	Acetyltransferase	Acetyltransferase
4193	B310-4_scaffold_15169_2	MexE	NA	MexE	Efflux	Efflux
4221	B309-4_scaffold_1518_5	vanS	NA	vanS	Gene Modulating Resistance	Gene Modulating Resistance
5697	B321-2_scaffold_243_32	vanR	NA	vanR	Gene Modulating Resistance	Gene Modulating Resistance
6021	B309-4_scaffold_1518_6	vanR	NA	vanR	Gene Modulating Resistance	Gene Modulating Resistance
4979	B309-3_scaffold_15434_2	SubclassB3	NA	SubclassB3	Beta-Lactamase-Class B	Beta-Lactamase
3386	B309-2_scaffold_3105_3	vanS	NA	vanS	Gene Modulating Resistance	Gene Modulating Resistance
894	B314-3_scaffold_268_36	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
4092	B310-4_scaffold_6255_2	MexX	NA	MexX	Efflux	Efflux
2531	B314-3_scaffold_268_35	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
3013	B371-6_scaffold_5573_14	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2143	B309-3_scaffold_2918_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
101	B371-1_scaffold_4_40	RND_efflux	NA	RND_efflux	Efflux	Efflux
3924	B331-2_scaffold_20_155	vanS	NA	vanS	Gene Modulating Resistance	Gene Modulating Resistance
5996	B331-2_scaffold_20_154	vanR	NA	vanR	Gene Modulating Resistance	Gene Modulating Resistance
1992	B329-1_scaffold_827_12	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
225	B313-3_scaffold_4491_1	RND_efflux	NA	RND_efflux	Efflux	Efflux
6576	B309-3_scaffold_25803_3	vanY	NA	vanY	Gylcopeptide Resistance	Gylcopeptide Resistance
2984	B352-1_scaffold_12686_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
3636	B314-2_scaffold_333_6	Escherichia coli GlpT with mutation conferring resistance to fosfomycin	Escherichia coli GlpT with mutation conferring resistance to fosfomycin	NA	Fosfomycin Transporter	Fosfomycin Resistance
1849	B310-4_scaffold_12_95	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
3007	B310-4_scaffold_12_96	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
5737	B310-1_scaffold_4919_3	vanR	NA	vanR	Gene Modulating Resistance	Gene Modulating Resistance
1091	B316-2_scaffold_14540_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
5691	B314-4_scaffold_7258_1	vanR	NA	vanR	Gene Modulating Resistance	Gene Modulating Resistance
1785	B309-3_scaffold_427_24	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
4180	B310-4_scaffold_2867_4	vanS	NA	vanS	Gene Modulating Resistance	Gene Modulating Resistance
5141	B357-3_scaffold_27091_1	MexH	NA	MexH	Efflux	Efflux
2917	B371-1_scaffold_661_24	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2247	B314-4_scaffold_5557_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
3328	B314-3_scaffold_12813_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
4967	B316-2_scaffold_2882_7	SubclassB3	NA	SubclassB3	Beta-Lactamase-Class B	Beta-Lactamase
2845	B321-2_scaffold_13_89	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
3144	B321-1_scaffold_2887_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1072	B371-1_scaffold_11663_3	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1782	L93-5_scaffold_49_79	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
4169	B335-1_scaffold_5575_5	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
5975	B316-3_scaffold_104_28	vanR	NA	vanR	Gene Modulating Resistance	Gene Modulating Resistance
3365	B371-6_scaffold_16957_3	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
6033	B316-4_scaffold_512_34	SubclassB1	NA	SubclassB1	Beta-Lactamase-Class B	Beta-Lactamase
5218	B329-1_scaffold_2133_6	ClassA	NA	ClassA	Beta-Lactamase-Class A	Beta-Lactamase
6601	B310-1_scaffold_20911_2	vanY	NA	vanY	Gylcopeptide Resistance	Gylcopeptide Resistance
2026	B314-1_scaffold_19_95	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
3364	B370-4_scaffold_21_75	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2249	B316-1_scaffold_28135_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
6847	B309-1_scaffold_8221_2	vgaC	vgaC	NA	Efflux	Efflux
6042	B357-1_scaffold_24560_2	ClassA	NA	ClassA	Beta-Lactamase-Class A	Beta-Lactamase
2532	B316-1_scaffold_4945_4	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
5114	B371-1_scaffold_51961_2	ClassA	NA	ClassA	Beta-Lactamase-Class A	Beta-Lactamase
3615	L93-6_scaffold_9612_1	vanY	NA	vanY	Gylcopeptide Resistance	Gylcopeptide Resistance
1330	B357-4_scaffold_4477_5	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
3857	B321-1_scaffold_5492_2	SubclassB2	NA	SubclassB2	Beta-Lactamase-Class B	Beta-Lactamase
897	B320-4_scaffold_404_17	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1058	B309-1_scaffold_418_41	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
3453	B310-1_scaffold_11472_1	APH3	AAC(6')-Ie-APH(2'')-Ia	APH3	Phosphotransferase	Phosphotransferase
3027	B321-3_scaffold_13089_1	tet_ribosomoal_protect	NA	tet_ribosomoal_protect	Tetracycline Ribosomal Protection	Tetracycline Resistance
2515	L93-4_scaffold_131_62	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
900	B346-3_scaffold_4984_4	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2740	B316-2_5146|phage|1|6525_120904_5	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
3655	B352-3_scaffold_14657_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1653	B316-1_scaffold_1825_10	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
3468	B310-1_scaffold_12954_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1851	B310-5_scaffold_654_4	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
5724	B357-6_scaffold_7992_3	vanY	NA	vanY	Gylcopeptide Resistance	Gylcopeptide Resistance
4896	B370-5_scaffold_584_2	ClassA	NA	ClassA	Beta-Lactamase-Class A	Beta-Lactamase
3762	B346-2_scaffold_15017_1	vanY	NA	vanY	Gylcopeptide Resistance	Gylcopeptide Resistance
3020	B316-4_scaffold_17769_2	ClassA	NA	ClassA	Beta-Lactamase-Class A	Beta-Lactamase
6620	B313-1_scaffold_308_10	emrR	emrR	NA	Gene Modulating Resistance	Gene Modulating Resistance
5189	B309-1_scaffold_28_139	bacA	bacA	NA	Undecaprenyl Pyrophosphate Phosphatase	Other
4708	B314-3_scaffold_24867_1	ClassA	NA	ClassA	Beta-Lactamase-Class A	Beta-Lactamase
5128	B316-3_scaffold_9_89	vanY	NA	vanY	Gylcopeptide Resistance	Gylcopeptide Resistance
5602	B309-3_scaffold_8387_4	vanS	NA	vanS	Gene Modulating Resistance	Gene Modulating Resistance
3761	B326-2_scaffold_232_9	SubclassB1	NA	SubclassB1	Beta-Lactamase-Class B	Beta-Lactamase
1838	B359-3_scaffold_2372_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
4026	B310-4_scaffold_18238_2	MexX	Escherichia coli acrA	MexX	Efflux	Efflux
5557	B310-1_scaffold_575_7	vanR	NA	vanR	Gene Modulating Resistance	Gene Modulating Resistance
206	B310-4_scaffold_1529_3	RND_efflux	NA	RND_efflux	Efflux	Efflux
4590	B371-1_scaffold_62462_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
324	B346-3_scaffold_1970_6	RND_efflux	NA	RND_efflux	Efflux	Efflux
2985	B359-3_scaffold_234_20	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
5561	B352-3_scaffold_3140_7	vanS	NA	vanS	Gene Modulating Resistance	Gene Modulating Resistance
3596	L82-2_scaffold_33990_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
3844	B370-1_scaffold_9009_6	ClassA	NA	ClassA	Beta-Lactamase-Class A	Beta-Lactamase
6486	B370-3_scaffold_3632_1	ClassA	NA	ClassA	Beta-Lactamase-Class A	Beta-Lactamase
4374	B310-1_scaffold_21_10	MexH	NA	MexH	Efflux	Efflux
365	B310-1_scaffold_21_11	RND_efflux	NA	RND_efflux	Efflux	Efflux
182	B314-2_scaffold_15_152	RND_efflux	NA	RND_efflux	Efflux	Efflux
4108	B314-2_scaffold_15_153	MexC	NA	MexC	Efflux	Efflux
75	B316-2_scaffold_2650_3	RND_efflux	NA	RND_efflux	Efflux	Efflux
4305	B316-2_scaffold_2650_2	MexE	NA	MexE	Efflux	Efflux
5	B320-5_scaffold_4_21	RND_efflux	NA	RND_efflux	Efflux	Efflux
5415	B316-3_scaffold_916_15	ClassA	NA	ClassA	Beta-Lactamase-Class A	Beta-Lactamase
5907	B352-4_scaffold_45738_2	vanR	NA	vanR	Gene Modulating Resistance	Gene Modulating Resistance
1208	B346-2_scaffold_3728_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1550	B316-3_95|phage|60140|71494_104373_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1987	B316-3_95|phage|60140|71494_104373_7	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2939	B313-1_scaffold_146_68	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1621	B313-3_scaffold_28_31	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
5062	B314-2_scaffold_7769_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
3900	B370-3_scaffold_29321_2	TetM-TetW-TetO-TetS	NA	TetM-TetW-TetO-TetS	Tetracycline Ribosomal Protection	Tetracycline Resistance
6043	B359-2_scaffold_55_40	vanR	NA	vanR	Gene Modulating Resistance	Gene Modulating Resistance
3685	B321-1_scaffold_15799_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
950	B316-1_scaffold_16_14	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2115	B316-2_scaffold_132_29	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
4294	L92-1_scaffold_10328_1	vanS	NA	vanS	Gene Modulating Resistance	Gene Modulating Resistance
1735	B359-3_scaffold_151_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1557	B359-3_scaffold_151_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1376	B310-1_scaffold_7_72	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
5260	B313-1_scaffold_4792_4	AAC3	NA	AAC3	Acetyltransferase	Acetyltransferase
3888	L92-2_scaffold_24417_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
6330	L93-1_scaffold_411_8	Chlor_Acetyltrans_CAT	NA	Chlor_Acetyltrans_CAT	Acetyltransferase	Acetyltransferase
2103	B313-1_scaffold_1095_5	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
4174	B371-1_scaffold_1650_21	MexE	NA	MexE	Efflux	Efflux
128	B371-1_scaffold_1650_20	RND_efflux	NA	RND_efflux	Efflux	Efflux
3901	L82-2_scaffold_25829_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
949	B314-4_scaffold_83_44	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
6007	B357-3_scaffold_3005_2	vanR	NA	vanR	Gene Modulating Resistance	Gene Modulating Resistance
2891	B309-1_2555|phage|11499|19872_37270_4	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
6104	B316-2_scaffold_3301_11	vanR	NA	vanR	Gene Modulating Resistance	Gene Modulating Resistance
4564	B316-2_scaffold_3301_10	vanS	NA	vanS	Gene Modulating Resistance	Gene Modulating Resistance
2425	B309-1_scaffold_340_32	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
5090	B371-1_scaffold_7608_7	vanS	NA	vanS	Gene Modulating Resistance	Gene Modulating Resistance
6338	B371-1_scaffold_24126_2	vanY	NA	vanY	Gylcopeptide Resistance	Gylcopeptide Resistance
538	B371-1_scaffold_7608_3	vanT	NA	vanT	Gylcopeptide Resistance	Gylcopeptide Resistance
3400	L109-1_scaffold_25278_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2341	B310-1_scaffold_2199_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
4906	B331-1_scaffold_11068_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
3876	B316-1_scaffold_215_64	vanS	NA	vanS	Gene Modulating Resistance	Gene Modulating Resistance
3878	B321-2_scaffold_358_19	tet_MFS_efflux	NA	tet_MFS_efflux	Tetracycline MFS Efflux	Efflux
3290	B316-2_scaffold_31760_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
6068	B316-1_scaffold_215_63	vanR	NA	vanR	Gene Modulating Resistance	Gene Modulating Resistance
6708	B357-1_scaffold_8509_3	soxR	NA	soxR	Gene Modulating Resistance	Gene Modulating Resistance
5030	B370-2_scaffold_29375_1	tet_MFS_efflux	NA	tet_MFS_efflux	Tetracycline MFS Efflux	Efflux
4524	B309-1_scaffold_79_48	SubclassB1	NA	SubclassB1	Beta-Lactamase-Class B	Beta-Lactamase
4950	B331-1_scaffold_458_41	ClassA	NA	ClassA	Beta-Lactamase-Class A	Beta-Lactamase
5849	L109-2_scaffold_5320_5	vanR	NA	vanR	Gene Modulating Resistance	Gene Modulating Resistance
4954	B359-2_scaffold_14181_3	vanY	NA	vanY	Gylcopeptide Resistance	Gylcopeptide Resistance
4318	B346-4_scaffold_5341_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
6193	B316-5_scaffold_21076_1	vanY	NA	vanY	Gylcopeptide Resistance	Gylcopeptide Resistance
3635	B313-2_scaffold_4156_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
