Protein	Name	CARD	Resfams
B369-1_scaffold_7155_2	ABC_efflux	NA	ABC_efflux
B309-2_scaffold_940_2	ABC_efflux	NA	ABC_efflux
B346-3_scaffold_972_5	ABC_efflux	NA	ABC_efflux
B316-2_scaffold_8369_1	ABC_efflux	NA	ABC_efflux
B371-1_scaffold_30257_2	vanY	NA	vanY
B352-5_scaffold_47441_2	vanY	NA	vanY
B309-1_scaffold_1934_9	ABC_efflux	NA	ABC_efflux
B352-5_scaffold_944_3	ABC_efflux	NA	ABC_efflux
B309-2_scaffold_16402_1	TetM-TetW-TetO-TetS	NA	TetM-TetW-TetO-TetS
B316-3_scaffold_31651_1	ABC_efflux	NA	ABC_efflux
B346-3_scaffold_4024_3	ABC_efflux	NA	ABC_efflux
B359-3_scaffold_59_67	Chlor_Acetyltrans_CAT	NA	Chlor_Acetyltrans_CAT
B316-7_scaffold_10258_2	ClassA	NA	ClassA
B313-3_scaffold_130_50	SubclassB1	NA	SubclassB1
B310-5_scaffold_1746_13	ABC_efflux	NA	ABC_efflux
B313-3_scaffold_115_7	ClassB	NA	ClassB
B314-2_scaffold_10088_3	bacA	bacA	NA
L109-1_scaffold_16371_2	AAC3	NA	AAC3
B313-1_scaffold_78_57	ABC_efflux	NA	ABC_efflux
B321-1_scaffold_21129_1	ABC_efflux	NA	ABC_efflux
B310-4_scaffold_2_228	vanR	NA	vanR
B352-3_scaffold_1947_4	ABC_efflux	NA	ABC_efflux
L93-6_scaffold_237_20	ABC_efflux	NA	ABC_efflux
L82-2_scaffold_11013_1	ABC_efflux	NA	ABC_efflux
B313-3_scaffold_179_161	msbA	NA	msbA
B316-3_scaffold_7746_5	vanS	NA	vanS
B357-2_scaffold_22826_1	TetM-TetW-TetO-TetS	NA	TetM-TetW-TetO-TetS
B359-3_scaffold_2195_1	ErmA	ErmA	ErmA
B371-1_scaffold_11573_1	Chlor_Acetyltrans_CAT	NA	Chlor_Acetyltrans_CAT
B357-2_scaffold_9966_1	ABC_efflux	NA	ABC_efflux
B321-1_scaffold_9466_2	vanS	NA	vanS
B321-1_scaffold_9466_3	vanR	NA	vanR
B331-2_scaffold_8421_2	ClassA	NA	ClassA
L82-3_scaffold_1743_2	ABC_efflux	NA	ABC_efflux
B316-3_scaffold_9410_3	ABC_efflux	NA	ABC_efflux
B346-3_scaffold_634_38	ABC_efflux	NA	ABC_efflux
B357-1_scaffold_6509_1	RND_efflux	NA	RND_efflux
B346-3_scaffold_1756_22	msbA	NA	msbA
L82-2_scaffold_11801_1	vanR	NA	vanR
B310-1_scaffold_9272_4	vanY	NA	vanY
B357-1_scaffold_14201_1	ABC_efflux	NA	ABC_efflux
B346-2_scaffold_6379_2	ClassC-AmpC	NA	ClassC-AmpC
B331-3_scaffold_12068_2	vanS	NA	vanS
B346-3_scaffold_10561_4	vanR	NA	vanR
B314-2_scaffold_6932_2	ABC_efflux	NA	ABC_efflux
B310-4_scaffold_1621_1	ANT9	NA	ANT9
B310-1_scaffold_3016_8	ABC_efflux	NA	ABC_efflux
B310-4_scaffold_486_19	macB	NA	macB
B313-1_scaffold_8694_4	SubclassB3	NA	SubclassB3
B309-1_scaffold_2589_8	ABC_efflux	NA	ABC_efflux
B313-2_scaffold_914_5	ABC_efflux	NA	ABC_efflux
B370-1_scaffold_45110_2	vanS	NA	vanS
L92-2_scaffold_16632_2	tolC	NA	tolC
B309-3_scaffold_19170_1	ABC_efflux	NA	ABC_efflux
B309-1_scaffold_1577_3	ABC_efflux	NA	ABC_efflux
B314-2_scaffold_1627_5	MexX	NA	MexX
B314-2_scaffold_1627_6	RND_efflux	NA	RND_efflux
B316-1_scaffold_714_22	ABC_efflux	NA	ABC_efflux
B369-4_scaffold_4473_1	ABC_efflux	NA	ABC_efflux
B313-1_scaffold_74_64	SubclassB1	NA	SubclassB1
B310-4_scaffold_14245_2	kdpE	kdpE	NA
B331-2_scaffold_2156_3	ABC_efflux	NA	ABC_efflux
B313-2_scaffold_286_38	ABC_efflux	NA	ABC_efflux
B309-3_scaffold_17369_2	ABC_efflux	NA	ABC_efflux
B314-4_scaffold_18461_1	Mycobacterium tuberculosis rpsL mutations conferring resistance to Streptomycin	Mycobacterium tuberculosis rpsL mutations conferring resistance to Streptomycin	NA
B370-1_scaffold_21887_3	ABC_efflux	NA	ABC_efflux
B331-2_scaffold_5678_2	ANT	NA	ANT
B310-4_scaffold_13659_2	tolC	NA	tolC
B370-3_scaffold_345_44	ClassA	NA	ClassA
B331-2_scaffold_16098_2	ABC_efflux	NA	ABC_efflux
B321-2_scaffold_1867_9	RND_efflux	NA	RND_efflux
B352-5_scaffold_3825_1	vanY	NA	vanY
B313-2_scaffold_599_14	MexE	NA	MexE
B313-2_scaffold_599_13	RND_efflux	NA	RND_efflux
B329-1_scaffold_44_54	ABC_efflux	NA	ABC_efflux
B359-2_scaffold_9318_2	vanR	NA	vanR
B359-3_scaffold_480_5	ABC_efflux	NA	ABC_efflux
B309-1_782|phage|17416|24253_37187_5	ABC_efflux	NA	ABC_efflux
B309-1_scaffold_203_74	msbA	NA	msbA
B346-3_scaffold_36763_2	ClassA	NA	ClassA
B310-1_scaffold_292_20	vanY	NA	vanY
B313-3_scaffold_898_13	ABC_efflux	NA	ABC_efflux
B316-3_scaffold_41005_2	ClassA	NA	ClassA
B370-3_scaffold_100_4	RND_efflux	NA	RND_efflux
B313-3_scaffold_4217_2	ABC_efflux	NA	ABC_efflux
B321-4_scaffold_2580_4	tet_MFS_efflux	tet(K)	tet_MFS_efflux
B321-3_scaffold_501_4	ABC_efflux	NA	ABC_efflux
B352-4_scaffold_582_2	ABC_efflux	NA	ABC_efflux
B371-1_scaffold_3512_27	ABC_efflux	NA	ABC_efflux
B346-3_scaffold_9694_2	AAC3	NA	AAC3
B314-2_scaffold_4017_2	APH3	NA	APH3
B369-4_scaffold_7135_2	ABC_efflux	NA	ABC_efflux
B314-2_scaffold_147_19	ANT9	NA	ANT9
B369-3_scaffold_9411_1	ABC_efflux	NA	ABC_efflux
B309-3_scaffold_880_20	ABC_efflux	NA	ABC_efflux
B321-3_scaffold_3582_1	vanY	NA	vanY
L109-4_scaffold_44644_1	ABC_efflux	NA	ABC_efflux
B316-4_scaffold_31976_1	vanS	NA	vanS
B329-1_scaffold_892_14	APH3'	APH(3')-Ia	APH3'
L92-2_scaffold_841_25	RND_efflux	NA	RND_efflux
L92-2_scaffold_21246_2	soxR	NA	soxR
B357-4_scaffold_4652_2	ABC_efflux	NA	ABC_efflux
B313-2_scaffold_282_34	msbA	NA	msbA
B314-1_scaffold_3116_6	ABC_efflux	NA	ABC_efflux
B370-1_scaffold_39021_2	ABC_efflux	NA	ABC_efflux
B320-1_scaffold_7068_2	ABC_efflux	NA	ABC_efflux
B309-1_scaffold_1020_25	ABC_efflux	NA	ABC_efflux
B309-1_scaffold_46_6	RND_efflux	AcrF	RND_efflux
B314-1_scaffold_2789_9	SubclassB1	NA	SubclassB1
B313-2_scaffold_138_110	vanY	NA	vanY
B346-3_scaffold_617_51	ClassB	NA	ClassB
B309-1_scaffold_46_8	AcrS	AcrS	NA
B316-1_scaffold_588_36	ABC_efflux	NA	ABC_efflux
B313-1_scaffold_583_35	RND_efflux	NA	RND_efflux
B309-3_scaffold_1384_13	ABC_efflux	NA	ABC_efflux
B310-1_scaffold_13246_2	vanS	NA	vanS
B357-5_scaffold_22256_1	ABC_efflux	NA	ABC_efflux
B309-4_scaffold_5336_1	vanR	NA	vanR
B309-1_scaffold_2665_5	ABC_efflux	NA	ABC_efflux
B346-3_scaffold_855_22	ABC_efflux	NA	ABC_efflux
B321-1_scaffold_82_50	vanS	NA	vanS
B316-4_scaffold_5027_6	ABC_efflux	NA	ABC_efflux
B316-4_scaffold_51110_1	vanS	NA	vanS
B314-3_73|phage|1|24902_55158_15	ABC_efflux	NA	ABC_efflux
B310-1_scaffold_452_30	ABC_efflux	NA	ABC_efflux
B321-1_scaffold_16186_1	ABC_efflux	NA	ABC_efflux
B321-2_scaffold_1294_6	msbA	NA	msbA
L82-2_scaffold_13246_2	ABC_efflux	NA	ABC_efflux
B316-6_scaffold_3250_1	ClassA	NA	ClassA
B309-1_scaffold_668_20	vanS	NA	vanS
B313-1_scaffold_145_11	ABC_efflux	NA	ABC_efflux
B371-1_scaffold_21769_4	ABC_efflux	NA	ABC_efflux
B310-6_scaffold_2479_5	ABC_efflux	NA	ABC_efflux
B359-2_scaffold_55_83	ClassD	NA	ClassD
B352-3_scaffold_15764_1	vanY	NA	vanY
B313-2_scaffold_4334_2	ABC_efflux	NA	ABC_efflux
B357-2_scaffold_3616_2	MexE	NA	MexE
B370-1_scaffold_50978_1	vanS	NA	vanS
B313-1_scaffold_7850_5	ABC_efflux	NA	ABC_efflux
L82-2_scaffold_8193_1	ABC_efflux	NA	ABC_efflux
B346-4_scaffold_1350_14	tolC	NA	tolC
B310-4_scaffold_126_38	MexE	NA	MexE
B331-2_scaffold_56_24	ABC_efflux	NA	ABC_efflux
B313-1_scaffold_1525_11	cpxA	cpxA	NA
B352-4_scaffold_894_9	RND_efflux	NA	RND_efflux
B310-2_scaffold_9111_1	ABC_efflux	NA	ABC_efflux
B316-2_scaffold_33335_2	ABC_efflux	NA	ABC_efflux
B371-1_560|phage|6682|18101_166275_9	ABC_efflux	NA	ABC_efflux
B316-3_scaffold_17632_1	ABC_efflux	NA	ABC_efflux
B369-1_scaffold_2189_8	vanR	NA	vanR
B352-5_scaffold_3927_10	ABC_efflux	NA	ABC_efflux
L93-5_scaffold_65_4	ABC_efflux	NA	ABC_efflux
B370-1_scaffold_13750_4	vanR	NA	vanR
B309-1_scaffold_360_6	ABC_efflux	NA	ABC_efflux
B346-3_scaffold_4809_1	vanY	NA	vanY
B310-4_scaffold_355_19	vgaC	vgaC	NA
B357-5_scaffold_6004_4	vanY	NA	vanY
B346-2_scaffold_6747_2	MexX	NA	MexX
B314-1_33|phage|50263|70045_54804_1	ABC_efflux	NA	ABC_efflux
B329-1_scaffold_336_21	RND_efflux	NA	RND_efflux
B310-4_scaffold_206_36	marA	marA	NA
B310-4_scaffold_150_10	patA	patA	NA
B310-2_scaffold_7902_1	tet_ribosomoal_protect	NA	tet_ribosomoal_protect
B371-3_scaffold_27193_2	ABC_efflux	NA	ABC_efflux
B370-1_scaffold_4611_7	ABC_efflux	NA	ABC_efflux
B316-2_scaffold_44966_1	ABC_efflux	NA	ABC_efflux
B316-1_scaffold_50901_1	ABC_efflux	NA	ABC_efflux
B310-4_scaffold_32_105	marA	marA	NA
B313-1_scaffold_646_17	ABC_efflux	NA	ABC_efflux
B316-3_scaffold_11662_1	msbA	NA	msbA
B370-1_scaffold_69607_1	ABC_efflux	NA	ABC_efflux
B316-2_scaffold_2440_15	Chlor_Acetyltrans_CAT	NA	Chlor_Acetyltrans_CAT
B313-1_scaffold_11099_2	ABC_efflux	NA	ABC_efflux
L92-1_scaffold_2844_4	ABC_efflux	NA	ABC_efflux
B369-3_scaffold_11751_2	ABC_efflux	NA	ABC_efflux
B316-2_scaffold_49_31	vanY	NA	vanY
L93-1_scaffold_769_26	ABC_efflux	NA	ABC_efflux
B352-5_scaffold_1391_8	MexE	NA	MexE
L93-6_scaffold_5954_1	ABC_efflux	NA	ABC_efflux
B352-4_scaffold_1600_6	ABC_efflux	NA	ABC_efflux
B313-3_scaffold_61_89	ABC_efflux	NA	ABC_efflux
B331-2_scaffold_18180_2	SubclassB1	NA	SubclassB1
B371-1_scaffold_563_47	ABC_efflux	NA	ABC_efflux
B316-3_scaffold_0_398	mdtA	mdtA	NA
B316-3_scaffold_0_394	baeS	baeS	NA
B316-3_scaffold_0_396	RND_efflux	mdtC	RND_efflux
B346-2_scaffold_3258_1	RND_efflux	NA	RND_efflux
B371-1_scaffold_1348_12	RND_efflux	NA	RND_efflux
B371-1_scaffold_1348_11	MexH	NA	MexH
B352-3_scaffold_25741_1	vanR	NA	vanR
B371-4_scaffold_32949_2	ABC_efflux	NA	ABC_efflux
L82-1_scaffold_19475_1	ABC_efflux	NA	ABC_efflux
B329-3_scaffold_1862_4	ABC_efflux	NA	ABC_efflux
B370-1_scaffold_82_21	RND_efflux	NA	RND_efflux
B316-4_scaffold_1325_21	ClassA	NA	ClassA
B316-3_scaffold_3094_7	vanS	NA	vanS
B321-2_scaffold_243_51	vanS	NA	vanS
B316-3_scaffold_1516_7	APH3	NA	APH3
B314-1_scaffold_74_43	ABC_efflux	NA	ABC_efflux
B314-3_scaffold_14279_1	ABC_efflux	NA	ABC_efflux
B371-1_scaffold_59329_1	ABC_efflux	NA	ABC_efflux
B331-2_scaffold_1365_9	Qnr	QnrB1	Qnr
B314-1_scaffold_3875_4	ClassA	NA	ClassA
B310-4_scaffold_49_44	macB	NA	macB
B321-2_scaffold_13597_1	SubclassB3	NA	SubclassB3
B309-4_scaffold_12120_3	AAC3	NA	AAC3
B329-1_scaffold_1524_2	ABC_efflux	NA	ABC_efflux
L93-4_scaffold_1058_1	TetM-TetW-TetO-TetS	NA	TetM-TetW-TetO-TetS
L93-6_scaffold_892_3	ABC_efflux	NA	ABC_efflux
L109-2_scaffold_10333_3	ABC_efflux	NA	ABC_efflux
B320-3_scaffold_294_11	vanY	NA	vanY
L93-1_scaffold_2743_1	vanT	NA	vanT
B313-3_scaffold_514_9	ABC_efflux	NA	ABC_efflux
B320-2_scaffold_7598_2	ABC_efflux	NA	ABC_efflux
B310-2_scaffold_1031_2	ABC_efflux	NA	ABC_efflux
B316-2_scaffold_127_66	ABC_efflux	NA	ABC_efflux
L93-1_scaffold_2743_5	vanR	NA	vanR
B346-3_scaffold_1256_17	ABC_efflux	NA	ABC_efflux
B329-1_1566|phage|1|7823_16998_6	ABC_efflux	NA	ABC_efflux
B316-1_scaffold_963_41	ABC_efflux	NA	ABC_efflux
B316-6_scaffold_377_10	vanS	NA	vanS
B346-2_scaffold_1166_15	ABC_efflux	NA	ABC_efflux
B329-2_scaffold_2383_2	ABC_efflux	NA	ABC_efflux
B316-2_4246|phage|1|10202_120890_4	ABC_efflux	NA	ABC_efflux
B352-3_scaffold_2273_5	ABC_efflux	NA	ABC_efflux
B370-1_scaffold_11987_5	ClassA	NA	ClassA
B313-2_337|phage|5903|13894_15699_7	ABC_efflux	NA	ABC_efflux
L109-4_scaffold_31868_1	ClassA	NA	ClassA
B357-4_scaffold_32846_1	msbA	NA	msbA
B371-4_scaffold_9623_3	ABC_efflux	NA	ABC_efflux
B313-1_scaffold_1939_5	ABC_efflux	NA	ABC_efflux
B321-1_scaffold_2614_7	ClassD	NA	ClassD
B357-6_scaffold_30259_2	AAC3	NA	AAC3
B321-2_scaffold_100_73	ABC_efflux	NA	ABC_efflux
B310-4_scaffold_110_12	baeR	baeR	NA
B352-4_scaffold_84_98	ABC_efflux	NA	ABC_efflux
B313-1_scaffold_4282_9	CMY-LAT-MOX-ACT-MIR-FOX	MIR-10	CMY-LAT-MOX-ACT-MIR-FOX
B316-4_scaffold_9975_4	SubclassB1	NA	SubclassB1
B321-1_scaffold_41_36	vanR	NA	vanR
B369-3_scaffold_27367_2	vanS	NA	vanS
B313-3_scaffold_493_11	vanR	NA	vanR
B314-1_scaffold_4461_5	vgaC	vgaC	NA
B359-2_scaffold_17054_2	AAC3	NA	AAC3
B371-1_scaffold_419_17	RND_efflux	NA	RND_efflux
B309-3_scaffold_1765_5	ABC_efflux	NA	ABC_efflux
L82-1_scaffold_1616_2	tet_MFS_efflux	NA	tet_MFS_efflux
B357-2_scaffold_1557_4	RND_efflux	NA	RND_efflux
B371-1_scaffold_326_36	RND_efflux	NA	RND_efflux
B371-1_scaffold_326_35	RND_efflux	NA	RND_efflux
B320-5_scaffold_45_49	ABC_efflux	NA	ABC_efflux
L93-5_scaffold_216_23	vanY	NA	vanY
B310-4_scaffold_41_65	cpxA	cpxA	NA
B309-1_scaffold_12564_2	Chlor_Acetyltrans_CAT	NA	Chlor_Acetyltrans_CAT
B371-3_scaffold_35942_1	vanY	NA	vanY
B309-1_scaffold_6_64	msrB	msrB	NA
B321-1_scaffold_2060_2	vanR	NA	vanR
B321-1_scaffold_2060_1	vanS	NA	vanS
B310-4_scaffold_178_3	phoQ	NA	phoQ
B314-3_scaffold_239_33	RND_efflux	NA	RND_efflux
B314-1_scaffold_13745_2	Enterobacter cloacae rob	Enterobacter cloacae rob	NA
B314-3_scaffold_14572_1	msbA	NA	msbA
B352-3_scaffold_3320_3	Chlor_Acetyltrans_CAT	NA	Chlor_Acetyltrans_CAT
B331-2_scaffold_268_19	ABC_efflux	NA	ABC_efflux
B316-1_scaffold_177_51	ABC_efflux	NA	ABC_efflux
L92-2_scaffold_467_37	msbA	NA	msbA
B320-1_scaffold_524_5	RND_efflux	NA	RND_efflux
B313-1_scaffold_1050_59	ClassA	NA	ClassA
B314-4_scaffold_16043_1	ClassA	NA	ClassA
B316-3_scaffold_1051_11	vanR	NA	vanR
B314-4_scaffold_6956_3	ABC_efflux	NA	ABC_efflux
B309-1_scaffold_4039_4	ABC_efflux	NA	ABC_efflux
B357-4_scaffold_5668_3	ABC_efflux	NA	ABC_efflux
B316-2_scaffold_6238_7	ClassD	NA	ClassD
L109-1_scaffold_41217_1	ClassA	NA	ClassA
L93-1_scaffold_9898_1	vanS	NA	vanS
B346-4_scaffold_8320_3	ABC_efflux	NA	ABC_efflux
B321-3_scaffold_16977_1	APH3	NA	APH3
B369-3_scaffold_18910_1	ABC_efflux	NA	ABC_efflux
B371-1_scaffold_2254_1	ABC_efflux	NA	ABC_efflux
B309-3_scaffold_945_19	ABC_efflux	NA	ABC_efflux
B357-4_scaffold_27918_1	macB	NA	macB
B309-1_scaffold_61_199	phoQ	NA	phoQ
B316-3_scaffold_25244_1	vanY	NA	vanY
B357-5_scaffold_6130_1	ClassA	NA	ClassA
B316-4_scaffold_6285_4	ClassA	NA	ClassA
B316-3_scaffold_472_28	ABC_efflux	NA	ABC_efflux
B309-2_444|phage|1|44147_51078_5	APH(2'')-IVa	APH(2'')-IVa	NA
B320-1_scaffold_4229_4	ABC_efflux	NA	ABC_efflux
B316-2_scaffold_10551_4	ABC_efflux	NA	ABC_efflux
B352-5_scaffold_3814_3	ABC_efflux	NA	ABC_efflux
B320-2_scaffold_1732_11	msbA	NA	msbA
B316-2_scaffold_1524_29	vanR	NA	vanR
B316-4_scaffold_30_59	ABC_efflux	NA	ABC_efflux
B371-5_scaffold_5404_4	ABC_efflux	NA	ABC_efflux
B370-1_scaffold_64814_1	ABC_efflux	NA	ABC_efflux
B320-5_scaffold_170_30	MexH	NA	MexH
B313-3_scaffold_4968_5	ABC_efflux	NA	ABC_efflux
B314-2_scaffold_4493_2	phoQ	NA	phoQ
B316-5_scaffold_18379_1	ClassA	CfxA6	ClassA
B313-3_scaffold_20470_2	ABC_efflux	NA	ABC_efflux
B329-1_scaffold_103_52	tolC	NA	tolC
B310-4_scaffold_253_21	RND_efflux	NA	RND_efflux
B320-4_scaffold_9125_1	ABC_efflux	NA	ABC_efflux
B316-2_scaffold_113_85	vanS	NA	vanS
B335-1_2501|phage|1|9233_54277_1	AAC3	NA	AAC3
B321-1_scaffold_317_3	ABC_efflux	NA	ABC_efflux
B331-1_scaffold_12758_2	vanR	NA	vanR
B313-1_scaffold_4937_4	vanR	NA	vanR
B310-6_scaffold_8712_4	vanY	NA	vanY
B346-3_scaffold_2156_9	vanR	NA	vanR
B371-6_scaffold_4512_7	ABC_efflux	NA	ABC_efflux
B314-1_scaffold_2897_5	ABC_efflux	NA	ABC_efflux
B359-3_scaffold_336_13	AAC3	NA	AAC3
B346-4_scaffold_4202_7	MexX	NA	MexX
B314-1_scaffold_4503_3	ABC_efflux	NA	ABC_efflux
B316-5_scaffold_7076_3	vanS	NA	vanS
B313-1_scaffold_106_31	ABC_efflux	NA	ABC_efflux
B359-3_scaffold_17148_1	vanS	NA	vanS
B314-1_scaffold_23251_1	CMY-LAT-MOX-ACT-MIR-FOX	ACT-6	CMY-LAT-MOX-ACT-MIR-FOX
B313-1_scaffold_1988_12	ABC_efflux	NA	ABC_efflux
B371-1_scaffold_22989_2	ABC_efflux	NA	ABC_efflux
L93-5_scaffold_7556_2	vanS	NA	vanS
B370-1_scaffold_62840_1	ABC_efflux	NA	ABC_efflux
B313-3_scaffold_1095_18	MexE	NA	MexE
B314-1_177|phage|12842|59488_54837_32	ABC_efflux	NA	ABC_efflux
B313-3_scaffold_1095_17	RND_efflux	NA	RND_efflux
B359-2_scaffold_778_7	ClassB	NA	ClassB
B331-4_scaffold_5722_1	ABC_efflux	NA	ABC_efflux
B346-3_scaffold_1031_40	ABC_efflux	NA	ABC_efflux
L82-2_scaffold_21772_1	ABC_efflux	NA	ABC_efflux
B346-2_scaffold_1843_1	msbA	NA	msbA
B316-4_scaffold_482_37	vanY	NA	vanY
B352-3_scaffold_2482_10	ABC_efflux	NA	ABC_efflux
L92-2_scaffold_12101_1	ABC_efflux	NA	ABC_efflux
L109-3_scaffold_51150_3	vanY	NA	vanY
B310-2_scaffold_514_11	ABC_efflux	NA	ABC_efflux
B310-2_scaffold_2271_5	ClassA	NA	ClassA
B371-1_scaffold_878_23	RND_efflux	NA	RND_efflux
B371-1_scaffold_878_22	MexE	NA	MexE
B346-3_scaffold_587_26	ABC_efflux	NA	ABC_efflux
B346-3_scaffold_587_21	vanY	NA	vanY
L93-6_scaffold_6787_1	vanR	NA	vanR
B357-5_scaffold_15985_1	ABC_efflux	NA	ABC_efflux
B352-3_scaffold_1772_12	vanY	NA	vanY
B310-2_scaffold_66_54	vanR	NA	vanR
B309-2_scaffold_23330_2	vanR	NA	vanR
B310-4_scaffold_20435_2	ABC_efflux	NA	ABC_efflux
B309-1_scaffold_213_30	vanR	NA	vanR
B357-6_scaffold_23274_1	ABC_efflux	NA	ABC_efflux
B359-3_scaffold_195_12	ABC_efflux	NA	ABC_efflux
B309-1_scaffold_28_116	tolC	TolC	tolC
B309-2_scaffold_3012_2	ABC_efflux	NA	ABC_efflux
B320-1_scaffold_3195_14	ABC_efflux	NA	ABC_efflux
B313-1_scaffold_760_11	marA	marA	NA
B371-4_scaffold_10066_1	SubclassB1	NA	SubclassB1
B316-2_scaffold_1984_9	vanY	NA	vanY
L82-3_scaffold_84_14	ABC_efflux	NA	ABC_efflux
B316-1_scaffold_3667_3	ABC_efflux	NA	ABC_efflux
B335-1_scaffold_21297_1	ABC_efflux	NA	ABC_efflux
B309-1_scaffold_3955_4	ClassA	NA	ClassA
B359-3_scaffold_3373_2	ErmA	ErmA	ErmA
B346-3_scaffold_6011_1	Chlor_Acetyltrans_CAT	NA	Chlor_Acetyltrans_CAT
B370-2_scaffold_98_50	RND_efflux	NA	RND_efflux
B352-5_scaffold_964_19	AAC3	NA	AAC3
B309-2_scaffold_252_12	ABC_efflux	NA	ABC_efflux
B370-4_scaffold_19_50	MexH	NA	MexH
L109-4_scaffold_8647_6	vanR	NA	vanR
B370-5_scaffold_322_6	ABC_efflux	NA	ABC_efflux
B316-1_scaffold_19316_1	ABC_efflux	NA	ABC_efflux
B346-3_scaffold_22264_1	vanS	NA	vanS
B314-3_scaffold_232_57	ABC_efflux	tetB(60)	ABC_efflux
B357-4_scaffold_9646_3	ABC_efflux	NA	ABC_efflux
B370-1_scaffold_1410_17	ClassA	NA	ClassA
B369-2_scaffold_3040_2	RND_efflux	NA	RND_efflux
B371-6_scaffold_8297_1	ABC_efflux	NA	ABC_efflux
B352-3_scaffold_400_6	ABC_efflux	NA	ABC_efflux
B309-1_scaffold_2040_4	ABC_efflux	NA	ABC_efflux
B371-1_scaffold_24626_2	vanY	NA	vanY
B314-3_scaffold_232_58	tetA(60)	tetA(60)	NA
B309-3_scaffold_371_20	ClassB	NA	ClassB
B321-1_scaffold_6775_3	vanR	NA	vanR
B331-2_scaffold_3302_2	tet_MFS_efflux	NA	tet_MFS_efflux
B310-1_scaffold_804_10	vanR	NA	vanR
B310-1_scaffold_804_11	vanS	NA	vanS
B352-4_scaffold_16687_1	ABC_efflux	NA	ABC_efflux
B309-1_scaffold_5381_1	ABC_efflux	NA	ABC_efflux
B331-3_scaffold_4701_1	vanS	NA	vanS
B310-4_scaffold_17344_1	emrR	emrR	NA
B370-1_scaffold_57644_2	TetM-TetW-TetO-TetS	NA	TetM-TetW-TetO-TetS
B314-1_scaffold_4155_2	ClassA	NA	ClassA
B310-4_scaffold_154_36	ABC_efflux	NA	ABC_efflux
B316-1_scaffold_11764_2	vanS	NA	vanS
B309-1_scaffold_480_33	RND_efflux	NA	RND_efflux
B310-1_scaffold_18_44	ABC_efflux	NA	ABC_efflux
L93-5_scaffold_1503_2	ClassB	NA	ClassB
B316-2_scaffold_19180_4	ABC_efflux	NA	ABC_efflux
B316-3_scaffold_20749_2	ABC_efflux	NA	ABC_efflux
B309-2_scaffold_95_101	ABC_efflux	NA	ABC_efflux
B370-1_scaffold_853_17	ABC_efflux	NA	ABC_efflux
B357-1_scaffold_260_24	ABC_efflux	NA	ABC_efflux
B320-4_scaffold_5970_1	ABC_efflux	NA	ABC_efflux
B309-1_572|phage|1|15018_37166_12	ABC_efflux	NA	ABC_efflux
L93-5_scaffold_89_56	ABC_efflux	NA	ABC_efflux
B352-3_scaffold_21_143	ABC_efflux	NA	ABC_efflux
B309-4_scaffold_2927_1	tet_ribosomoal_protect	tetW	tet_ribosomoal_protect
B346-4_scaffold_23990_1	ClassA	NA	ClassA
B310-1_scaffold_34_96	ABC_efflux	NA	ABC_efflux
B371-4_scaffold_14715_5	ABC_efflux	NA	ABC_efflux
B357-2_scaffold_22538_1	ABC_efflux	NA	ABC_efflux
B316-2_scaffold_345_77	vanY	NA	vanY
B370-1_scaffold_3619_2	RND_efflux	NA	RND_efflux
B320-1_scaffold_315_59	vanS	NA	vanS
B352-3_scaffold_19442_1	ABC_efflux	NA	ABC_efflux
L109-2_scaffold_46205_1	AAC3	NA	AAC3
B357-1_scaffold_16349_1	ABC_efflux	NA	ABC_efflux
B316-2_scaffold_1276_4	vanY	NA	vanY
B320-1_scaffold_14426_2	ABC_efflux	NA	ABC_efflux
B369-3_scaffold_10033_2	ABC_efflux	NA	ABC_efflux
B309-1_scaffold_1691_5	ABC_efflux	NA	ABC_efflux
B329-1_scaffold_409_22	RND_efflux	NA	RND_efflux
B309-3_scaffold_20749_2	vanR	vanRC	vanR
B314-3_scaffold_1184_2	ClassB	NA	ClassB
B359-3_scaffold_1501_1	ABC_efflux	NA	ABC_efflux
B309-1_scaffold_1496_6	evgA	evgA	NA
B310-2_scaffold_5731_1	APH3''	APH(3'')-Ib	APH3''
B310-2_scaffold_5731_2	sul2	sul2	NA
B309-1_scaffold_1496_5	emrK	emrK	NA
B335-3_scaffold_5132_1	ABC_efflux	NA	ABC_efflux
B352-5_scaffold_3502_5	ABC_efflux	NA	ABC_efflux
B314-2_scaffold_911_21	MexX	NA	MexX
B314-2_scaffold_911_20	RND_efflux	NA	RND_efflux
B316-4_scaffold_30176_1	ABC_efflux	NA	ABC_efflux
B313-1_scaffold_15013_1	ABC_efflux	NA	ABC_efflux
L82-2_scaffold_573_7	ABC_efflux	NA	ABC_efflux
L109-4_scaffold_3388_5	ABC_efflux	NA	ABC_efflux
B313-3_scaffold_535_6	ABC_efflux	NA	ABC_efflux
B310-1_scaffold_3519_2	ABC_efflux	NA	ABC_efflux
L109-2_scaffold_2224_6	vanR	NA	vanR
B352-3_scaffold_1307_3	ABC_efflux	NA	ABC_efflux
B314-1_scaffold_22_21	vanS	NA	vanS
B335-1_scaffold_219_41	tolC	NA	tolC
B310-1_scaffold_582_2	ABC_efflux	NA	ABC_efflux
B313-2_scaffold_176_32	RND_efflux	NA	RND_efflux
B313-2_scaffold_176_31	MexH	NA	MexH
B316-2_scaffold_7991_9	ABC_efflux	NA	ABC_efflux
